arh,esp
"Ey awi, Jakobu awiri winʉkʉchuya rizwein nu'na ɉinari, Luz ayarigʉn zariri, powru Betel ayagwi awiri Kanaán zʉnna.","Jacob, con toda la gente que lo acompañaba, llegó a Luz, es decir, a Betel, en la tierra de Canaán."
"Ey uye' nʉngwari Jakobuse'ri, pan nariri renteja anéy a'kukumana a'kowye' nʉngwa Esause'ri, yow zamʉ ʉngeyri, gʉmʉsinʉ umʉn a'zʉnazey nari inʉ duna ipanʉngwa, awʉn chʉwí kʉniku'kʉchʉ nari anʉmʉsesiri ʉnzoya una.","Entonces Jacob sirvió a Esaú pan y el potaje de lentejas. Esaú comió, bebió, se levantó y se fue. Así fue como Esaú malvendió sus derechos de primogénito."
"awi nʉngwari tʉrneru umʉn chinchin kawa unasiri gwaka ʉndi, ʉya gey keywʉ zeywamʉ ʉnsʉkwa ni.","Luego saquen el ternero cebado, mátenlo y hagamos fiesta celebrando un banquete."
"Pedruse' key ie'ri: —“Enea, Jesukristu du me'kusa gun ʉweri, anámʉse' ú, awiri nʉkʉmʉya anarúsa ʉnki” key ie'ri, Eneari mʉnʉ'gwi anámʉse' una.","Allí encontró a un hombre llamado Eneas, a quien la parálisis tenía postrado en cama desde hacía ocho años."
I'ngwi cheyrwa Sirene zanʉ Simón za'kinuga Alejandru awiri Rufu zʉ kakʉ powruse' chonʉn nuga ayʉnke tá kʉzagichʉn nuse'ri: —“Mʉnʉ' krusu Jesuzey ʉngakʉn” keykumana.,"Después de haberse burlado de él, le quitaron el manto de púrpura, lo vistieron con su propia ropa y lo sacaron de allí para crucificarlo.Jesús es crucificado"
"Nʉn ayeygwi umʉn a'zʉna ka'mʉkarwa gun nʉndi, ey anʉwa'ba soldadu ɉina kʉre'gukʉkwey nʉkawa gun nʉndi. Ey awi i'ngwi ey keyri wʉ zori iwe'ri zóya, iwa i'ngweygwi naka ú keywe'ri naka ʉwa gun nʉndi, ey awi nʉka'mʉkanʉyari eymí awkwa zʉn keywe'ri awa zʉn ʉwa na'nukinó”.","Porque yo también estoy sujeto a mis superiores, y a la vez tengo soldados a mis órdenes. Si a uno de ellos le digo: «Vete», va; y si le digo a otro: «Ven», viene; y si a mi asistente le digo: «Haz esto», lo hace."
Ey uye'ri pinna zéyzéy gunti wina'zari keywʉ ayeygwi wingʉnpʉnna.,y par.; Lc
Ey uye' nʉngwa kʉnse' agekuya chuyari Pabluri eymí keywʉ kʉyana: —“Sakuku ɉinari tanʉ ʉnmiwichusow gun migwa'ki nukʉndi; ʉweri tanʉ ʉnmiwe'zari ʉnzweykwey miwikʉnʉnin” kʉyana.,El carcelero fue sin demora a comunicar a Pablo:—Los magistrados han ordenado que se los ponga en libertad. Así que pueden salir y marchar en paz.
"Ʉweki kunuku neyka asewa uga re'gawkwari eyki asewa nánʉkin kawʉndi, ¿Eyma asewa ʉnnanu' nʉndi yow powru ʉnnʉntesa ki awʉnno?” key ie'ri. Niwipawse'ri: —“¡Ʉnne'ki! ma'keywa uga asewa kʉtow kunuku neyka kwʉndi ikʉnha winʉkawi powru neki ʉntesu' nʉnniza ni” kʉyana.",Pero tal vez falten cinco inocentes para completar los cincuenta; ¿destruirás toda la ciudad si faltan esos cinco?El Señor respondió:—No la destruiré si encuentro allí a cuarenta y cinco inocentes.
Jesuri: —“Migowiernu sikʉ ʉnnʉre'gukʉn nu'nige'ri nʉnhʉre'tisu' nánʉkwa naki” kʉyana.,"Nosotros estamos pagando justamente los crímenes que hemos cometido, pero este no ha hecho nada malo."
"Ey uye' ikʉnha'ri, arunhá zʉn wina'rizanisiri:—“¿Emari inʉri nʉnno, buntikʉnʉse' awiri ɉiwʉse' neki ana'no'kwa ʉwari?” wini zʉn winde'rizasisʉn nu'na.Jesuri mowga cheyrwa anugwe du nanu' neykase' agikwʉya du a'kusana(Mar. :-; Luk. :-)","Y los discípulos se preguntaban asombrados:—¿Quién es este, que hasta los vientos y el lago le obedecen?Los endemoniados de Gadara"
Ey awi Dawiri profeta gun nʉnnari Niwipawse'ri i'ngwi así pari arukʉn nuga Israeri tana rey re'gow awnʉngwa ni key ga'kʉnamʉ kʉnchunhʉngwa kʉyana.,"Hermanos, voy a hablarles con franqueza: a nadie se le oculta que nuestro antepasado David murió y fue enterrado; es más, su tumba se conserva todavía entre nosotros."
"Uye' nʉngwari ikʉnha keywʉ winie'ri: —“Ʉwe'ki cheyrwa eymekʉ nuga kinkiri zachʉn niwe'zasisiri ¿Misinamʉ ɉinari eyki winkwaye? ¿Mi kakʉri eyki kwʉya kinó? ¿I'ngweygwi miwiɉugari eyki miwe'ko? Nenʉn niwe'zasisie'ri yow kʉya zʉn gun ukumanʉndi, ʉweri niwiɉuga nʉkunaka awkwa niwikeyzay neki niwe'zanu' kʉchʉ nanu'kinare” winie'ri.","Ellos respondieron:—Porque aquel hombre nos hacía muchas preguntas sobre nosotros y nuestra familia. Nos preguntaba si vivía nuestro padre, si teníamos algún otro hermano; nosotros no tuvimos más remedio que responder a sus preguntas. ¿Cómo íbamos a saber que nos mandaría llevar a nuestro hermano menor?"
"Ey uye'ri Jesuse' keywʉ key ie'ri: —“¿Yari miwi ayeygwi Niwipaw zʉ ga'kʉnamʉ neki ʉnchunhakumu nariri, ikʉ zʉ ga'kʉnamʉ zʉn ʉnchunhakumeyri ey ayo?”.","Jesús les respondió:—¿Y por qué ustedes, por seguir sus propias tradiciones violan lo que Dios ha mandado?"
"Awi keywʉri ema cheyrwa wanakaki nugari, diosa Artemisa zʉn urakʉn Inʉ rizagana nanu'gwawa nari keywʉri osʉn gwa'na nanu'gwawa gun nʉndi.","Estos hombres que ustedes han traído, ni son sacrílegos ni han insultado a nuestra diosa."
"—“Ey ʉwe'ki masindi diwʉn kawi ʉnkʉrigʉnsi nánʉkwa nʉnnige'ri, má, mazey a'mia, mi gʉmʉsinʉ ɉina, awiri mi gʉmʉsinʉ zʉn a'mia ɉinasindi arkase' ʉnchona zʉn awkwa ni. -",Porque voy a enviar a la tierra un diluvio de agua que destruirá todo lo que tiene vida bajo el cielo. Todo cuanto existe en la tierra perecerá.
"Ʉwe'ki miwiri, inʉ achwʉn, awiri ey kʉno'kwʉn anuge'ri, awʉnkawari ananu'no.","En cuanto a ustedes, felices sus ojos por lo que ven y sus oídos por lo que oyen."
Uye' nʉngwari Jesuse'ri: —“Powruse' eygwi ʉnchonʉn neki nuku' nánʉkwa key akeynakʉ ʉnga'sana”.Pedruri Jesuri Kristu ni yana(Mt. :-; Luk. :-),"Después, Jesús lo mandó a su casa, encargándole que ni siquiera entrase en la aldea. dicen: encargándole que ni entrara en la aldea ni tampoco dijera nada a nadie de la aldea.Declaración de Pedro acerca de Jesús"
"Uye' nʉngwa asakukuse'ri: —‘Gunamʉ duna tanʉ minha'chukwey nʉnʉne'ri dukʉchʉ nʉnʉnin; ʉweri binkin inʉ mikʉchusanarwa neki du nʉchwaki nuge'ri, iwari inʉ umʉn awʉtari nʉchwʉngwa nari minhipʉnhása awnʉngwa gun neri. Ʉweri iwari nʉnsin i'ba chona awiri báy zeywamʉ ʉnsʉn’ kʉyana.","El amo le contestó: «Está muy bien. Has sido un administrador honrado y fiel. Y como has sido fiel en lo poco, yo te pondré al frente de mucho más. Entra y participa en mi propia alegría»."
"Ey ʉweri Miwikakʉ warinzanʉ kunuku neyka zana'gwi, miwiri miwikunuku'gwi nariza zʉn gun nʉndi’” winʉkʉyana.","Y si saludan únicamente a los que los tratan bien, ¿qué hacen de extraordinario? ¡Eso lo hacen también los paganos!"
"Gwiomʉ zʉn anugwe miwe'nikuya, ¿Azi nisiri seyrerigʉn pari katiguri na'chanu' nʉn awiza ni ri miwe'zano?","¡Completen, pues, ustedes la obra que comenzaron sus antepasados!"
"Ey awi ingʉ ʉnzanika anuye'ri, Judári ʉnkuya ɉina anʉkʉkiri, i'ngwi cheyrwa Hirá za'kinuga ʉnkuyekʉ powru Adulam ayekʉ ʉnkwʉn ʉnzoyana.","Por aquel tiempo, Judá se apartó de sus hermanos y se fue a vivir a la casa de un tal Jira, adulamita."
"pin eyma ka'gʉmʉ nʉchuyeykari nʉn yow me'we zʉn awnʉngwa gun nʉndi, ey unige'ri ákwa mazey awiri mi tana ɉinazey nánʉngwa ni”.",Toda la tierra que contemplas te la daré a ti y a tu descendencia para siempre.
Cheyrwase'ri: —“¿Azi nʉza'kinugari no?” kʉyana. Uye'ri: —“Jakobu za'kinu'kwa ni” key ie' nʉngwa.,"Y el desconocido le dijo:—Suéltame, que ya despunta el alba.Y Jacob respondió:—No te soltaré hasta que me bendigas."
Ey ʉweri chow zʉn rinhachukwa naki inʉri sanusi kingwi miwikʉyʉn nusi gun ey weri.,Miren que se lo advierto de antemano.
Ey awi Juan kʉnse' anʉkʉpanaki nuse'ri Jesuri Niwipaw zʉ ga'kʉnamʉ duna Galilea meyna zaka'cho'sʉn keywʉ zoyana.,donde Satanás lo puso a prueba durante cuarenta días. Vivía entre animales salvajes y era atendido por los ángeles.I Revelación progresiva del Mesías Predicación inaugural
Eymí awi mʉñʉse' kumeytʉ chwá ʉnté uni'kweri Niwipaw awiri miwisin awiri pinna ka'gʉmʉse' chʉká wina'zʉna ɉinasin ga'kʉnamʉ miwikʉya uweykari nʉgʉnsi ʉnté nánʉngwa ni.,"Cada vez que aparezca el arco entre las nubes, yo lo veré y me acordaré de la alianza eterna entre Dios y todos los seres vivos que pueblan la tierra."
"nʉɉugari nʉn nʉnga'sow du mikʉchwʉnʉngwa ni, ey awi ʉnmikunaku'nʉn uni'kweri, ákwa nʉn ʉnnʉkawi kwʉnʉngwa ni kʉyanarwa gun nʉndi.","Este tu siervo se hizo responsable ante mi padre del cuidado del muchacho. Le dije que si no se lo devuelvo, la culpa será mía de por vida."
"Ey awi asige' mʉrógwiri igera nu'nin tá kingwi winʉkʉzagichʉn rinuse'ri, igerari kʉtakʉkin yow ɉomʉ ʉndu'naki ʉnnu'na.","Entonces Pedro, recordando lo sucedido, dijo a Jesús:—Maestro, mira: la higuera que maldijiste se ha secado."
"Oholibama zʉ gʉmʉsinʉ ɉina, Aná zʉ bu'gʉmʉ Esaú zʉ kʉsaw sakuku rinʉnna ɉinari Jeú, Jaalam awiri Koré.","De los hijos de Olibamá, hija de Aná y mujer de Esaú, los jefes de tribu fueron: Jeús, Jalón y Coraj."
"Ey unige'ri Kristuri ikʉ nawakʉ ni, ne mikeykumanige'ki ʉya chwʉn neki a'chonu' nánʉkwa, kwa yami urakʉse' gun ne'ki ne mikeykumanige'ki ʉya tá neki a'chu'gwi nánʉkwa.","Así que si alguien les dice: «El Mesías está en el desierto», no vayan allí; y si les dice: «Está escondido en lo más secreto de la casa», no lo crean."
Nasíse' a'kawkwasi awʉtari a'zari ʉngeyka awkwey zanu'kinare” wini a'mia ɉwé a'kusay winʉkʉyana.,Podía haberse vendido este perfume por más de trescientos denarios y haber entregado el importe a los pobres». Así que murmuraban contra aquella mujer.
"Ey uye'ki, Lose'ri eygwi winʉka'gwa'sa kingwi gun uye' nʉngwa, Niwipaw zʉ gunamʉ ɉina warinzanʉri Lot zʉn urakʉn sey wina'nayʉngwa nari keywʉ richunna, ey uye' nʉngwari Lose'ri zamʉ dukawa kʉre'tasi keywʉri pan richʉ neyka wina'kowye'ri ikʉnha'se'ri wingey,","Pero Lot insistió tanto que se fueron con él y entraron en su casa. Les preparó comida, coció panes sin levadura y ellos comieron."
Ey awi i'mʉnʉ eygwi anichori nʉngwari pan ʉnde'wechi kʉkʉwinre'za awiri eygwi asay gunti bunsi ichana awiri ʉnzoya una.,"Subió otra vez y continuó con el partimiento del pan; y, una vez que hubo comido, prolongó su charla hasta el amanecer. Concluido todo, se marchó."
"Osiari Jotam zʉ kakʉ nare'ri, Jotamdi Akaz zʉ kakʉ nʉnna, iwa Akari Ezekía zʉ kakʉ nare'ri.","Ozías, de Joatán; Joatán, de Ajaz, y Ajaz lo fue de Ezequías."
Jesuse' chuye'ri ó keywʉ a'zanisiri: —“¿Azi a'chwiri emey keykumo? gʉmʉsinʉri nʉcheynʉn nákʉn wingwa'sa gun awʉnki. Ʉweri Niwipaw zʉ gowiernu kinkiri gʉmʉsinʉ zana' neykazey zʉndi na'nʉnno.,"pero Jesús, al verlo, se enojó y les dijo:—Dejen que los niños vengan a mí y no se lo impidan, porque el reino de Dios es para los que son como ellos."
"Ey ʉweri, i'ngwi cheyrwa i'ngwi sientu chiwa kinuga i'ngwi kizátikuma keywʉ awʉndi, ikawa uga ikawa kʉtow neyka ɉirʉgaka chusanáɉuri izatikumana takʉn zoya keywʉ aw'kinanno.","Y es que el Hijo del hombre ha venido a salvar lo que estaba perdido]., entre ellos algunos de los más antiguos y mejores, omiten este versículo que se ha colocado entre corchetes.Parábola de la oveja perdida"
"ʉnkinkumaye'ri posu ɉe a'kuya keywʉ chwana, eymiri ana'nuga ɉe wina'gʉn rinʉga'ba gun zare'ri, ʉya mʉcheyri chiwa zʉguró, winʉnkʉchunsi gunti, maybane, winʉnkʉmechʉn nuga keywʉ chwana. Ey uye'ki posuri a'nʉ awʉn kawasin gumʉ a'pá zariri,","Vio entonces en medio del campo un pozo, junto al cual reposaban tres rebaños de ovejas, porque los ganados solían abrevar en él. La boca del pozo estaba tapada por una gran piedra"
"Jamor heweuri, eymʉnke powruse' sakuku nari nu'na zʉ gʉmʉsinʉ Sikem za'kinugase' Dina chuye'ri ɉweɉwe' nari kʉparí zi a'za una.","La vio Siquén, hijo de Jamor, el jeveo, señor de aquella tierra, y por la fuerza se acostó con ella y la violó."
Ey anawi nʉngwa tʉkindi Jesuri i'ngwi ɉirʉgaka gwamʉ ʉnkʉsisʉn zoyanáɉuri Niwipawsin rimasay sey a'ney una.,"Por aquellos días, Jesús se fue al monte a orar, y se pasó toda la noche orando a Dios."
"Uye'ki eymekʉri i'ngwi cheyrwa Simón za'kinugari birin pari magia unisi zʉn powru Samaria zanʉ ɉinari arunhá wina'kusi gunti ikʉ awʉnkawa rinhʉre'gawiri,",de manera que la ciudad se llenó de alegría.
"Israeriri, achʉná anʉkʉzare' kinki Joseri kʉgokumana nʉnna'me, asin winʉnkuya ɉina gwasi umʉn aguzariri, rwana dukawa igawʉn gwa'sa una nʉnnari,","Israel quería a José más que a sus otros hijos, porque lo había tenido cuando ya era anciano, y mandó que le hicieran una túnica de colores."
"Anugwe rʉnrʉn miwe'nikuyari, awʉnkawari me'za'nanʉkomiwizey ka'gʉmʉri nanʉngwa ni miwikeykumanari ihapana awʉngwa gun nʉndi.","Felices los humildes, porque Dios les dará en herencia la tierra."
Uye'ri azi keywʉ awkwa ni neki na'zanu' gun nare' pariri: —‘¿Jerusalén minhano'si eymí awkwey kawin minzanʉngwasi eyki zwein me'ɉuno?’ keykwe'ri.,"No sabiendo cómo proseguir el desarrollo de la causa, pregunté a Pablo si estaba dispuesto a ir a Jerusalén para que se instruyera allí el proceso."
"má kingwi nari ka' ʉnkumʉyʉndi máykʉnʉ ɉwía zanʉkin se ananʉngwa nari ikʉ nʉchó unanʉn kʉzʉnin, nanu' nʉndi kʉriwiya ɉina ʉndinasiri, gʉchʉ ʉnwinzaga awiri anʉkuwirina una ni neki winiza gun nʉndi. Eymí zʉn ki awʉndi, kʉtʉkʉnʉn rigaseyna gwasi ki neki umʉn awʉtari ana'zanikari a'wkinʉnno” winʉkey ie'ri.",y par.; Lc
"Ey awi ingʉ yamʉn rizweyn nuse'ri Isaase'ri: —“¡Kakʉ! Kʉn eygwi, gey eygwi niwikʉnʉne'ki ¿Chiwa gwaka awi swí makuruma re'kawkwari beri no?” key ie' nʉngwa.","Isaac dijo a Abrahán, su padre:—¡Padre!Abrahán respondió:—Dime, hijo mío.Dijo Isaac:—Tenemos el fuego y la leña, pero ¿dónde está el cordero para el holocausto?"
"inʉri má kinkiri cheyrwa osʉnkʉnʉ nariri inʉ nʉwesu nʉnna'ba neki ʉnnipana, inʉ nʉzariku nʉna'ba neki nʉnkʉnni'sa awʉya na'me chowchu nʉkʉnakamʉsin zʉndi ey niku'nʉnkweʼ yana.","Pero luego se presentó otro criado, diciendo: «Señor, aquí tienes tu dinero. Lo he guardado bien envuelto en un pañuelo"
Ey ʉweri bema neki Niwisakuku zaka'nuga zaka'cho'si gwamʉ ʉnka'sisʉyariʉnzagi awʉngwa na'nʉnno’.,"Y todo el que invoque al Señor, obtendrá la salvación."
"Ey awi urakʉse' winkinkumaye'ri Jesuri aɉwa ikʉ chonʉn neki gwa'su' nariri Pedru, Santiagu, Juan awiri gaysinʉ zaku awiri acheychi zʉn chunhana.","Fueron, pues, a la casa, y Jesús entró, sin permitir que nadie lo acompañara, excepto Pedro, Juan, Santiago y los padres de la niña."
Awi nʉngwa Jesuri kʉriwiya ɉinari: —“¿Yari eymí chowchuri miwikʉnako? ¿Kwa eyki tá neki miwe'zanu' kinó?” winʉkʉyana.,Entonces les dijo:—¿A qué viene ese miedo? ¿Dónde está su fe?
Asinamʉ ɉinasin yow re'mákakʉchʉ Niwipaw chow gunti wina'chwi awʉnkawa winrekʉkusi nisiri; judíw a'zana'ku neyka ɉina igunamʉsi nenʉ́n nisiri Niwipaw ʉnté gwamʉ ʉnka'sisʉya nʉnna.,"Era hombre religioso y, junto con su familia, rendía culto al Dios verdadero. Ayudaba generosamente con sus limosnas al pueblo necesitado y oraba a Dios continuamente."
"Kanaánse' pariri, jebusew, amorrew, gergesew,","De Canaán descienden Sidón, su primogénito, y Jet,"
"Ey ukwe'ri, saserdoti ɉina zʉ sakuku, na'ba judíw umʉnte wina'rizʉna ɉinari, urakʉ awʉn zari, saserdoti ɉina zʉ sakuku umʉn a'zʉna Kaifá za'kinuga kuyekʉ windinhʉnni'siri,","Por entonces se reunieron los jefes de los sacerdotes y los ancianos del pueblo en casa de Caifás, el sumo sacerdote."
"(Mar. :-; Luk. :-) Ey uye' Jesuri sawruba' azari'nʉnke nayʉn nuse'ri, kʉriwiya ɉinari marise' wintosi, trigu a'wʉnsana iwéchiri wingey rini'na.",En cierta ocasión estaba Jesús paseando en sábado por entre unos sembrados. Sus discípulos sintieron hambre y se pusieron a arrancar espigas y a comerse los granos.
Uye'ri ikʉri Pabluri eymí niga winchwʉn rinusiri Likaoniasirigʉn winasayri: —“Diosu ikʉ nari winʉnkʉkusi niwika'nayʉn rinakakiri nuku'nó” kinki wina'kariri.,"Cuando la gente vio lo que Pablo había hecho, comenzó a gritar en su idioma licaónico:—¡Los dioses han bajado a nosotros en forma humana!"
"farisew awiri ley wina'rigwʉga ɉinase'ri: —“Emari, ikʉ tʉnhʉya ɉinasin ɉunʉkʉnʉ ʉnkʉnari ki zamʉ winʉnkʉbaso” wingwasi ósʉn wingwase'ri.","Al verlo, los fariseos y los maestros de la ley murmuraban:—Este anda con gente de mala reputación y hasta come con ella."
"Ʉweri iwari, miwiri, Niwipaw zʉ gowiernu zakʉmiwika'cho'narwa ɉinari, i'ngwi kineki eygwi ʉnnʉchu'nʉn ʉngwa ni zʉn na'zʉnin.","Ahora sé que ninguno de ustedes, entre quienes pasé anunciando el reino de Dios, volverá a verme más."
Umʉn awʉn kawa kʉkumʉyari pinna ka'mʉkanʉya nariza gun nʉndi.,El más grande entre ustedes será el que se ponga al servicio de los demás.
Ey awi eymí chʉwi zanʉn nu'nige'ri: ʻikʉri kwimʉkʉnʉ neki nʉnzunow kwa yow gumʉ niwinpow zʉn keykumʉn anukʉngwa na'nʉnno.,"Porque vienen días en que se dirá: «¡Felices las estériles, los vientres que no concibieron y los pechos que no amamantaron!»."
Iwa ɉunʉkʉnʉ miwikʉnʉna nʉkin zʉn amaseykumʉndi ¿inʉ diwʉn nʉnari ukumʉnno? Niwipaw chow a'chu' neyka neki eymiri nika gwiri a'wnʉnno.,"Porque si solamente aman a los que los aman, ¿qué recompensa pueden esperar? ¡Eso lo hacen también los recaudadores de impuestos!"
"Ey anawi Sauluri Jerusalén ʉnkinkumaye'ri aɉwa Jesú tá wina'chwʉya ɉinasin winʉnni'kuma awa'ɉure' neki, aɉwase'ri Jesú tá ana'chwʉya ni neki wina'chu' gun nare' kinkiri chowchu zʉn wina'kusana.","Cuando Saulo llegó a Jerusalén, trató de unirse al grupo de los discípulos; pero todos lo miraban con recelo, pues no acababan de creer que fuera uno de ellos."
"Awi madianita ɉinari, Joseri Egiptu i'ngwi cheyrwa Potifar za'kinuga faraón ka'mʉkʉna awʉnkawa izʉna nari keywʉri faraón zʉ soldadu ɉina zʉ sakuku nase' anʉkʉngeyka winowna.","Entre tanto, en Egipto, los madianitas vendieron a José a Potifar, hombre de confianza del faraón y capitán de la guardia real."
"Barkuse' anichore'ri, buntikʉnʉri tin ʉnni'na, ey ʉwasindi ikʉnha'ri arunha' zʉn wina'zʉnna.","Luego subió a la barca con ellos, y el viento cesó. Ellos no salían de su asombro,"
"“Má faraón, pan gʉwa zʉ sakukusin, awiri nʉn ó nʉnʉwanisi soldadu zʉ sakukusikʉ niwiga'si kʉnse' agagekwaye'ri,","Cuando el faraón se irritó contra sus siervos y nos mandó a la cárcel, bajo custodia del capitán de la guardia, a mí y al panadero mayor,"
"Inʉri kʉtʉkʉnʉn kingwi Niwipawse'ri, ayey awa'na nari keywʉri eymí anawʉngwa na a'zanʉn nusi ikʉ du arunhú neykase' ipʉnhákumey krususe' kʉɉí miwise' gwaka ukumana gun nʉndi.","Dios lo entregó conforme a un plan proyectado y conocido de antemano, y ustedes, valiéndose de no creyentes, lo clavaron en una cruz y lo mataron.;"
"Uye' nʉngwa, winʉnkuya ɉinase'ri, peykʉ pari kingwi, Joseri nákʉn nugín wina'zari winchuye'ri, wingwaka awʉngwa keywʉ winʉnkey winde'rimaseyna nari winiwa'kʉn nusiri,","Ellos lo vieron venir de lejos, y antes de que se acercara tramaron un plan para matarlo."
"Iwa zamʉ nʉkʉnanáy kʉzanʉn nuga, tʉkindi mari miwe'zʉn a'wnʉnniko. Iwa zéyzéy kʉzari semʉn anuga ɉinari, chʉwé rigawari mawʉn anukʉngwa na'nʉnno.","¡Ay de ustedes los que ahora están saciados, porque van a pasar hambre!¡Ay de ustedes los que ahora ríen, porque van a tener dolor y llanto!"
"kagumu awú rekumana windinunnisi zweingwa, neykari: sakuku ingwi umún azuna neykase (gobernador); kwa sakuku kagumu awú rekumanaba windinunnisi zweingwa zanu, na nundi, akín nánukin gunamu rerigunsi neykase, uyéy síkuma unige, sakuku- dikin- winazuna- umún- awutari- rekumanaba zánuse uyéy regawkwéy winukunariza ni. akín nánukin gunamu rerigunsi kujuriza, gwamu gugase gwasiza ni. kagumu awú rekumana, windinunnisi zoyeykase kutwikumungwari, remasi neyka uyaba kwey zoyase, kwa izanunno rezasíkuma awi kutwikumukwéy nariza ni.",para el ingreso a una provincia ya constituida deberá relizarse una consulta popular en los municipios interesados.
