arh,esp
"Inʉri gunʉ a'kumʉya ɉinari sʉmʉ ne nanʉnki, agagu'na ɉinari ingʉ mowga'ri na'nʉnno” winʉkʉyana.Jesuri azi nari tosʉkwey nʉnno izʉnna(Mar. :-; Luk. :-)","Porque muchos son llamados, pero pocos escogidos.La cuestión del tributo al emperador"
"Ey awi ikʉnha'ri ingʉ winna'zasisa uye'ri, bé keywʉ nʉkunusi gwaka awkwey kawin neki winnʉnha'chu gun rinare'ri, ʉnwinnʉchusa winawa'ɉure'ki,","Estas, después de haberme interrogado, quisieron soltarme, pues no había contra mí cargo alguno merecedor de la pena capital."
Awi ikʉ winʉwiya'bari ga'kʉnamʉ ʉnkʉwasi pinna ɉuna winʉwiri eymí winʉkʉyana:,Entonces Jesús se puso a enseñarles muchas cosas por medio de parábolas. Les decía en su enseñanza:
Inʉri eymeyna kinkiri nʉn gunti gownarwa gun nʉndi’d yana na'kinó”.,¿No soy yo el creador de todas estas cosas?
"Ey uye' nʉngwa Simeonse'ri ga'kʉnamʉ duna wina'wesiri, Mariari: —“Ema ziziri Israeri zanʉ ɉina re'masi wa'na, kwa re'masi ámʉse awʉngwa nari ga'kumana gun neri, ʉwe'ki ʉyachʉka'gwi zʉn kʉganugwenʉngwa na'nʉnno.","Simeón los bendijo y anunció a María, la madre del niño:—Mira, este niño va a ser causa en Israel de que muchos caigan y otros muchos se levanten. Será también signo de contradicción"
"Ikʉ Atena zanʉ na'ba, ʉɉwʉn zanʉ nenʉn, eymí winkwʉya ɉinari, Inʉ aɉwa eygwi winwasaí nari, Inʉ abíti winno'kuya zʉn winino'siri ʉya zʉn zakʉwina'cho'sa'ɉunana.",.Discurso de Pablo en el Areópago
"Jesuri eymí anukumʉngwa ʉnde'bore'ri ase'ri kwa neki a'chu' nʉnna. Ey awi ikʉ dunagwi na'me Niwipaw zʉ gowiernu iwa'kʉn nuga gun nʉnnari,","Había un hombre bueno y justo llamado José, que era miembro del Consejo Supremo,"
"tá kinkiri mostasa zaɉunari, aɉwa zaɉuna kwʉn nuga gwasi kineki umʉn awʉ'kʉchʉ kawa gun nʉndi, ʉwe'ki aninaya anʉwe'ri bema gwasi neki eygwi umʉn anínʉya na'nó, ey anawi kʉn awʉnkawa ʉnnika ʉwe'ri, sisio ɉina nenʉn aya'ba urakʉ anʉnka'sʉyari nanu'kinó” winʉkʉyana.Lewadura wasay ga'kʉnamʉ ʉnkʉwa'na(Luk. :-)","Se trata, por cierto, de la más pequeña de todas las semillas, pero luego crece más que las otras plantas y llega a hacerse como un árbol, hasta el punto de que en sus ramas anidan los pájaros."
Uye' nʉngwari nikamʉ ʉnkʉtakʉnpana unari i'ngwi cheyrwase'ri acheykʉnakʉ keywʉ chinu echwʉngwasi ʉnkiga'sana.,"Entonces fue a pedir trabajo a uno de los habitantes de aquel país, el cual lo envió a sus tierras, a cuidar cerdos."
"Emey uye'ri ikʉri arunhá wina'zani'na, asay nʉnnari anasey, manku nʉnnari du ana'zanika, koju nʉnnari ʉnnaya, iwa wa'ku nʉnnari ʉnwa'ka nenʉn una. Ey uye'ri Israeri zʉ paw awʉnkawa ʉndekʉkumʉnpʉnna.Jesuri sʉmʉ ikʉ du a'kusa una(Mar. :-)","Se le acercó mucha gente, trayendo consigo cojos, ciegos, tullidos, mudos y otros muchos enfermos. Los pusieron a los pies de Jesús, y él los curó a todos."
"Gad, mari, izagʉnʉngwa minzari mikapʉnnige'kimá ɉumena bemay pari nʉgin minza'nʉn awi, nʉkʉre'mi'nʉngwa gun nʉndi.","A Gad lo asaltan los bandidos,pero él los atacará por la espalda."
Ey uye'ri ikʉri Judea meyna zanʉ awiri powru Jerusalénf zanʉri eymí aya no'kwʉn keywʉ wina'chunna. Awi ikʉri tʉnhanachʉka Niwipaw ga' winʉkʉngowye'ri Juanse'ri ɉe swí Jordanse' ɉwa winʉkʉsa una.,Juan el Bautista se presentó en el desierto proclamando que la gente se bautizara como señal de conversión para recibir el perdón de los pecados.
"¡Azi chʉwi mi me'zʉnniko miwi ley miwe'rigʉnkwʉya ɉina! inʉ ɉwa'si awkwazey yawiri, miwise' apaw kanika awaki nuge'ki miwi ana'chonu'gwi, ʉnchona'ɉunʉya ʉnchunhakumúgwi zʉn gun á nʉndi” winʉkʉyana.",Pero Dios va a pedir cuentas a esta gente de hoy de la sangre de todos los profetas que han sido asesinados desde el principio del mundo hasta este momento:
—“¿Ema cheyrwa ɉinari azi awkwa nanʉngwari no? Rigasey ʉwin keywʉ gwakʉkwari Inʉ arunhá me'kusʉkweyna winunari Jerusalén akwʉya ɉinase'ri ey gunti gun ʉnwinʉgʉnkwʉndi eymí yʉkwey neki nanu'ri nanu'kinʉnno.,"—¿Qué vamos a hacer con estos hombres? Está claro para todos los habitantes de Jerusalén que, efectivamente, se ha realizado un milagro manifiesto por mediación de ellos; es algo que no podemos negar."
"Emey anunaɉu nʉngwari Jesuri eymi pari ana'choriri ɉiwʉ Galilea o'kʉnʉ gakʉnkekʉ ʉnzoyanáɉuri, i'ngwi ɉirʉgaka anarusiri eymʉnke' asa una.",.Jesús cura a numerosos enfermos
"Uye' nʉngwa asakukuse'ri: —‘Gunamʉ duna tanʉ minha'chukwey nʉnʉne'ri dukʉchʉ nʉnʉnin; ʉweri binkin inʉ mikʉchusanarwa neki du nʉchwaki nuge'ri, iwari inʉ umʉn awʉtari nʉchwʉngwa nari minhipʉnhása awnʉngwa gun neri. Ʉweri iwari nʉnsin i'ba chona awiri báy zeywamʉ ʉnsʉn’ kʉyana.","El amo le contestó: «Está muy bien. Has sido un administrador honrado y fiel. Y como has sido fiel en lo poco, yo te pondré al frente de mucho más. Entra y participa en mi propia alegría»."
"Noeri chinhwa sientu kʉgi', i'ngwi uga koga kʉtow ɉwía mowga timasin kizwein nuse'gwi ɉiwʉri ku'mʉ re'si keywʉ ɉe ichoriri, ku'nawa pariri ɉewʉ wa'nʉnpʉnna gwi una.","Al cabo de siete días, las aguas del diluvio comenzaron a caer sobre la tierra."
"emi akin kwey awkwa niwikichonʉkindi, niwikunuku' nari, nanʉyʉkin nánʉya inʉ awi, Niwipaw ka'mʉkari akwʉngwa ni, í zakʉniwe'cho'si Abraandi eykʉyanari na'nʉnno.",Y este es el firme juramentoque hizo a nuestro padre Abrahán:
"Ey unige'ri i'ngwi aɉu powru akwʉn nugase'ri, agwi tá izanʉn nukʉngwa na'nʉnno”b.Jesú awiri Belsebú(Mar. :-; Luk. :-, :)",Y en él pondrán los pueblos su esperanza.Jesús y Belzebú
"Ey ʉweri kʉn igera, ɉomʉ zanikʉnpʉnnige niga kʉriwía zʉn awʉnki, azachʉ yow anʉnsinha ʉwe'ri, tikki ʉnzanikʉnpʉna'me eykawa ni aya nanu'kinó.","Fíjense en el ejemplo de la higuera: cuando ustedes ven que sus ramas se ponen tiernas y comienzan a brotarles las hojas, conocen que el verano se acerca."
"Jesuse'ri: —“Má kingwi ʉnnʉya gun awʉndi” keyri,“miwiri ikʉ zʉ Gʉmʉsinʉ warinzanʉri Niwipaw pinna inʉ awkwey kʉnʉna zʉ durigʉnkiay nikwʉya achwa a'wnʉnniko, awiri ku'nawa mʉñʉse' ichunsi nákʉn nu'nige' ayeygwi” kʉyana.","Pero Jesús permaneció en silencio. Entonces el sumo sacerdote le conminó:—¡En nombre del Dios vivo, te exijo que nos digas si tú eres el Mesías, el Hijo de Dios!"
"Iwa Jawán zʉ gʉmʉsinʉ ɉinari, Elisá, Tarsis, Kitim awiri Rodanim rinʉnna.","Descendientes de Jabán: Elisá y Tarsis, Quitín y Dodanín."
Eymí anawi mowga nʉkin acheychi Lot'zey nari mʉ ʉndinika una.,Así las dos hijas de Lot quedaron embarazadas de su padre.
"samayʉ mʉka kʉnu'na anʉnchiwisi nʉngwari, umʉkʉnakʉkin ɉwa'kumu' nanʉngwasi gumʉ ʉnyu unaɉuri, powru Enaim ayekʉ, Timnat zori o'kʉta a'sa una. Tamari, Selá achʉná anʉkʉníka ʉwin a'zare' neki Judase'ri asin kʉsa nikʉn gwa'su'gwi nʉnna'me zʉn ey ni'na.","Entonces ella se quitó el vestido de viuda, se cubrió con un velo para que nadie la reconociese, y se sentó a la entrada de Enáin, que se encuentra en el camino de Timná. Hizo todo esto porque veía que Selá ya tenía edad para casarse y sin embargo no se lo entregaban como esposo."
"Usikʉ neykase' gʉgʉ a'tosiri: ʻNʉmaseysaí nʉn ʉnnekupá ʉnzariri nʉgʉmʉsinʉsindi anakʉmʉn gun nukʉndi, inʉ me'wesʉn amʉsesʉkwey neki nʉkʉnanu' ni ne kʉyanʉnki.","Supongan también que el otro, desde dentro, contesta: «Por favor, no me molestes ahora. Ya tengo la puerta cerrada y mis hijos y yo estamos acostados. ¡Cómo me voy a levantar para dártelos!»."
"Awi nʉngwari Jesuri kʉriwiya ɉina ey keyri: —“Bema neki nʉkʉriwiya nikʉme'ɉunʉndi inʉ a'wmeɉunʉya chusiri, mʉnʉ' krusu ʉnkʉgosiri báy wé” winʉkʉyana.","Luego, dirigiéndose a sus discípulos, Jesús añadió:—Si alguno quiere ser discípulo mío, deberá olvidarse de sí mismo, cargar con su cruz y seguirme."
"Ey awi Pedru awiri asin rinanʉn nu'na ɉinari kʉn zʉn ʉnwinkʉmaki rinu'nari, é keywʉ gwi ke ʉnwina'zanisi winwa'kuye'ri Jesuri bunsi kawi a'kisi, acheynʉndi Moisé awiri Elíasin wincho' neyka winchwana.","Pedro y sus compañeros se sentían cargados de sueño, pero se mantuvieron despiertos y vieron la gloria de Jesús y a los dos personajes que estaban con él."
inʉri ema ʉɉwʉn zanʉ nʉnkʉri Niwipaw awʉnkawa rekʉkusi zeynari ni rekʉyʉn nakákiri nuku'kinó.,¿Solo este extranjero ha vuelto para alabar a Dios?
"Ey awi ingʉ eygwi mʉnʉ' zare'ri, ayʉnke rinuga ɉina ayeygwi Pedru kʉzoriri:—“Tá kinki nʉngwa má ayagwi nʉnʉniná. Nasʉya'ba neki miɉwa'sʉkwey gun nʉyeri” keykumana.","Otra vez lo negó Pedro, jurando:—¡No sé quién es ese hombre!"
¿Es diablo o es gato?,Ikunusi kino kwa misi
"Uye'ki soldadu ɉina zʉ sakuku eymʉnke nu'nari, eymí no'kuye'ri mʉnʉ'gwi i'ngweygwi soldadu ɉina zʉ sakuku umʉn a'zʉna sikʉ keywʉ zoriri: —“¿Azi nʉnikʉmingwari no? Inʉri ema cheyrwari romanuri nanu'kinó” kʉyana.","Al oír esto, el oficial fue a informar al comandante:—Cuidado con lo que vas a hacer; ese hombre es ciudadano romano."
"Ey awi chiwa umʉn chinchin kawa pararotisin ʉnté rinugwenʉn pare'ri, ɉe wina'gʉyʉnke, Jakobuse'ri, kʉndi winʉkigaka ʉnté una, ey awi kʉn cheynʉn zari pararotisin rinugwenʉngwa a'chwi ʉnté ey una,","De este modo, los machos cubrían a las ovejas delante de las ramas, y las ovejas parían crías rayadas, moteadas o manchadas."
"“Ʉwe'ki tá kinkiri, nʉkakʉ sí kinkiri nʉnsin ʉnkuya zʉn gun nʉndi, nazaku sí zʉn nanu' nʉnki, eywa'me zʉn gun asin zweykwey nʉkʉni'na gun nʉndi”.","Aunque es cierto que ella es mi hermana: es hija de mi padre, aunque no de mi madre; y también es mi mujer."
"chʉwí a'zanʉkwey na'ba pari a'kichi, sakʉndi arunhéy a'kusi gunti faraón Egiptu rey nʉnase' du iwa'nʉn gwa'sʉya'me, faraonse'ri Egiptu zʉ gowernador ʉnde'gawi ʉnhurakʉn awʉn zari kwʉya'ba nenʉ́n umʉn a'zʉna ʉnde'gow unari na'nó.","y salió con bien de todas las circunstancias adversas. Más aún, Dios le concedió sabiduría e hizo que se granjeara la simpatía del faraón, rey de Egipto, quien lo nombró gobernador de Egipto y jefe de toda la casa real."
gunti a'chwun nusi ey niwe'zunna ni,en más de una ocasión tuvieron que volver a empezar porque la gente no entendía
ʉwe'ki Niwipawri profetase'tá asayri ‘Kristuri chʉwí a'kukumʉngwa ni’ yaneyka anʉnchunhey nanu'no.,"No obstante, hermanos, sé que tanto ustedes como sus dirigentes actuaron por ignorancia."
Ʉweri Niwisakuku Niwipawri amiɉwawika sikʉkin aminhanugwesíkʉkin awiri akín me'zana'kwʉyʉkin riguzʉnhasʉkwa gun nʉndi’d.,"Amarás al Señor tu Dios con todo tu corazón, con toda tu alma, con toda tu inteligencia y con todas tus fuerzas."
"Ey uye' nʉngwari Pedruri, tina' ki ey na'zano kwa kʉmʉrin re'kʉwikumʉn nusi ey na'zʉna kinki zʉn a'zariki Niwipaw zʉ gunamʉ warinzanʉ a'wasi keywʉ a'chunna.","Pedro fue tras él, sin saber con certeza si lo del ángel era o no real; a él le parecía todo un sueño."
"Uye'ri soldadu ɉinari, cheyrwa ɉina uzwein nugari punteri neki anʉkizoya awiza na'me yow wingwaka ʉngwa keywʉ wina'zʉnna.","Pero tocaron en un banco de arena entre dos corrientes y el barco encalló. La proa quedó clavada e inmóvil, en tanto que la popa era destrozada por los golpes del mar."
"sakʉndi kʉnsía koti ínuga re'mʉkumana wina'siri, gunʉ durigʉnkiayri, kʉn wara wina'wesiri, biwkʉnʉ winʉkicho'si, winisema, sema rinisiri:—“¡Judíw ɉina zʉ rey, awʉnkawa mikʉkumʉyʉn!” winʉkeyri,","le pusieron en la cabeza una corona de espinas y una caña en su mano derecha. Después, hincándose de rodillas delante de él, le hacían burla, gritando:—¡Viva el rey de los judíos!"
"Ema ɉina gun Térah tana winarukʉn nugari nanu'nó, Térari Abran, Nahor awiri Harán zʉ kakʉ nʉnna, iwa Harándi Lot zʉ kakʉ nʉnna.","Estos son los descendientes de Téraj: Téraj engendró a Abrán, Najor y Aram. Aram engendró a Lot,"
"Ʉwe'ki ɉiwʉ ku'mʉ isʉkwey nanu' neyka zana gun nʉnʉne' kinkiri,kʉtʉkʉnʉn zanʉ neki ʉnnʉnanu nánʉngwa ni.A'mia nʉnʉnzagey, du kawi osʉn nʉnʉkʉkusa zʉn gun nawaki nukʉndi.","Impetuoso como un torrente,ya no tendrás la primacía,porque deshonraste el lecho de tu padre,profanando mi cama con tu acción."
pinna ɉunakʉchʉ kʉwasay keywʉ Erodese'ri a'zasisie' neki Jesuse'ri té kʉnika zʉn una.,"Así que Herodes preguntó muchas cosas a Jesús, pero Jesús no le contestó ni una sola palabra."
"Ʉwe'ki eyki eymí neki zanu'gwiri miwiri nʉchʉka miwinhatasi, miwitokumey sinagoga sakuku nugekʉ miwinhawazóri, kʉnse' neki miwinhʉnkaga'na kwa reysikʉ kwa gowernadorsikʉ neki katigu miwe'chanʉngwa nari miwinhawazweingwa na'nʉnno.","Pero antes que todo eso suceda, a ustedes les echarán mano, los perseguirán, los entregarán a las sinagogas y los meterán en la cárcel. Por causa de mí los conducirán ante reyes y gobernadores;"
"Ey uye' nʉngwari Jakoburi akakʉse' gunʉ ipasʉngwasi eygwi a'naka uye'ri: —“Asʉya'ba nʉngwa Jakobuzey zʉn yʉn, ʉwe'ki gunʉ nʉngwa Esauzey gun nanu'nó” Isaari yana.","Y Jacob se acercó a Isaac, su padre, que palpándolo dijo:—La voz es la de Jacob, pero las manos son de Esaú."
"Ey uye' nʉngwari Jesuse' keywʉ winʉkeye'ri: —“Miwikʉrigaséykumu' ananʉngwasiri chów zʉn riwanʉkwa naki, nʉn nanay iri, nʉn Kristu narwin, kwa iwa gundi gugín ichonu'no yeyka ne na'nige'ki ʉya tá keywʉ a'chwi a'wasi neki zwein nuku' nánʉkwa.","Jesús contestó:—Tengan cuidado, no se dejen engañar. Porque vendrán muchos en mi nombre, diciendo: «Yo soy» o «El momento ha llegado». No les hagan caso."
"(Mt. :-; Luk. :-) Ingʉ ʉnzanika anuye'ri, Jesuri i'mʉnʉ eygwi keywʉ Kapernaúm ʉnzoyana. Ey awi eymekʉ urakʉse' naní gun izare'ri,","Algunos días después, Jesús regresó a Cafarnaún. En cuanto se supo que estaba en casa,"
Azakuse' ʉnmaseyna nari keywʉ Erode eykey: —“Juan Bautista zʉ sakuku chokwʉse' a'nisi na'ɉunʉyʉn” key e'ri.,"Ella entonces, aconsejada por su madre, le dijo:—Dame ahora mismo, en una bandeja, la cabeza de Juan el Bautista."
"Ey uye' i'ngwise' keywʉ Jesú ga'keyri: —“Mazaku awiri masin ʉnkwʉya ɉinari, masin rimasey winawa'ɉuri o'kʉn minwiwa'kʉn nugin” kʉyana",Alguien le dio aviso a Jesús:—Tu madre y tus hermanos están ahí fuera y quieren hablar contigo.
"Niwipaw ga'kʉnamʉ ʉnchunheyri, Sara kʉyanay kʉchʉ nisi inʉ kʉnchunhey,","El Señor, tal como había dicho, favoreció a Sara y cumplió la promesa que le había hecho."
"kuretasi, awiri eyma nikámuri pinnase chow achwi, uya gun na no izari zweingwasi gwamu gugaseri uyéy regawi, ikwey, chwi zweingwa ni.","la erradicación del analfabetismo y la educación de personas con limitaciones físicas o mentales, o con capacidades excepcionales, son obligaciones especiales del estado."
"ʉwe'ki niwiri Niwipaw bunsi zʉna'ba kwʉya zana'gwi, niwi ayeygwi bunsi zʉna'ba gwi akwʉn nu'nige'ri, i'ngwisindi i'ba ʉnkʉrigagʉnsigwi aku'nʉnno, ey unige'ri agʉmʉsinʉ Jesú zʉ ɉwari pin tʉnhey awʉn nukʉkwa bunsi mikʉkusʉn nukʉkwa ni.","Pero, si vivimos de acuerdo con la luz, como él vive en la luz, entonces vivimos unidos los unos con los otros y la muerte de su Hijo Jesús nos limpia de todo pecado."
"Uye'ri Jesuse'ri: —“Ey awkwey nʉndi neki yu' nʉn, inʉ tá a'chwʉyase' kinkiri inʉ nenʉn ey awkwey gunti kʉnʉnari nanu'kinó” kʉyana.","Jesús le contestó:—¡Cómo «si puedes»! Para el que tiene fe, todo es posible."
"Rubense'ri: —“Benjamindi nʉn nʉkʉchusa awʉnki, eygwi ʉnmikunaka awnʉngwa ni, ʉnmikunaku nʉnni'kwe nʉngwa, nʉgʉmʉsinʉ mowga nʉkʉnʉnna gwaka awkwa” kʉyana.","Pero Rubén dijo a su padre:—Confíalo a mi cuidado y yo te lo devolveré. Si no lo hago, puedes dar muerte a mis dos hijos."
"Ey awi asige' seia'ri, Pabluri Niwisakukuse' keywʉ ka'choriri: —“Pabluri chowchu neki ʉnkʉnasu'nʉn, inʉri emi Jerusalén zakʉnʉna'cho'na zana gwi nisi, eygwi Roma zakʉna'cho'sʉkwa gun mikandi” kʉyana.","Durante la noche siguiente, el Señor se apareció a Pablo y le dijo:—Ten buen ánimo; has sido mi testigo en Jerusalén y habrás de serlo también en Roma.Complot contra Pablo"
"Eriri Josué zʉ gʉmʉsinʉ nʉnna. Josueri Elieser zʉ gʉmʉsinʉ nare', Elieseri Jorin zʉ gʉmʉsinʉ nʉnna. Jorindi Matat zʉ gʉmʉsinʉ nare', Matat'ri Lewí zʉ gʉmʉsinʉ nʉnna.","Jesús, Eliezer, Jorín, Matat, Leví,"
"Uye' nʉngwari Ananiase'ri: —“Sakuku, eyma cheyrwari, Jerusalén ikʉ má tá minha'chwʉya ɉina winkwʉya bingwi chʉwí a'kusʉya ni nʉkéykumey pinnase' nʉkʉwasʉyari du ino'kuwa gun neri","—Señor —contestó Ananías—, muchas personas me han hablado acerca de ese hombre y del daño que ha causado a tus fieles en Jerusalén."
"Uye' nʉngwari Jesuse' keywʉ key ie'ri: —“Bema ne nʉnki nʉn zakinu'kwa zakʉna'cho'si inʉ arunhá me'kusʉkweyna ʉwa kinkiri tʉkindi ósʉn neki nʉgwaku' nariza'chʉ, ʉweri kúmʉ neki kisu' nánʉkwa.","Jesús contestó:—No se lo prohíban, porque nadie puede hacer milagros en mi nombre y al mismo tiempo hablar mal de mí."
"Nowmisinʉ Niwipaw zʉ gowiernu sikʉ choriza a'chwi nʉnkʉri kʉmeyu, sanusi akusa zʉn úmʉse' ana'zagi'ri a'wkinʉnno”.",Es más fácil para un camello pasar por el ojo de una aguja que para un rico entrar en el reino de Dios.
